0.392: [GC 0.392: [ParNew: 1984K->320K(2304K), 0.0075019 secs] 1984K->524K(7616K), 0.0075748 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
39.618: [GC 39.618: [ParNew: 7140K->652K(7616K), 0.0012963 secs] 19082K->12814K(24732K), 0.0013724 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.624: [GC 39.624: [ParNew: 7164K->462K(7616K), 0.0012497 secs] 19326K->13031K(24732K), 0.0013152 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.631: [GC 39.631: [ParNew: 6962K->1007K(7616K), 0.0013693 secs] 19532K->13576K(24732K), 0.0014427 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.636: [GC 39.636: [ParNew: 7525K->236K(7616K), 0.0023752 secs] 20095K->13753K(24732K), 0.0024550 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.642: [GC 39.643: [ParNew: 6721K->290K(7616K), 0.0008581 secs] 20238K->13806K(24732K), 0.0009090 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.647: [GC 39.647: [ParNew: 6792K->749K(7616K), 0.0013025 secs] 20309K->14266K(24732K), 0.0013808 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.654: [GC 39.654: [ParNew: 7244K->548K(7616K), 0.0010905 secs] 20761K->14284K(24732K), 0.0011529 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.659: [GC 39.659: [ParNew: 7062K->315K(7616K), 0.0012437 secs] 20797K->14495K(24732K), 0.0013080 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.671: [GC 39.671: [ParNew: 6820K->537K(7616K), 0.0010419 secs] 21000K->14717K(24732K), 0.0011039 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.678: [GC 39.678: [ParNew: 7033K->944K(7616K), 0.0013834 secs] 21213K->15123K(24732K), 0.0014546 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.685: [GC 39.685: [ParNew: 7422K->580K(7616K), 0.0016083 secs] 21602K->15091K(24732K), 0.0016830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.691: [GC 39.691: [ParNew: 7107K->375K(7616K), 0.0009801 secs] 21619K->15090K(24732K), 0.0010407 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.698: [GC 39.698: [ParNew: 6891K->1023K(7616K), 0.0014624 secs] 21606K->15738K(24732K), 0.0015781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.705: [GC 39.705: [ParNew: 7545K->238K(7616K), 0.0012596 secs] 22260K->15644K(24732K), 0.0013404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.712: [GC 39.712: [ParNew: 6766K->191K(7616K), 0.0008883 secs] 22172K->15597K(24732K), 0.0009451 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.716: [GC 39.716: [ParNew: 6713K->621K(7616K), 0.0010928 secs] 22119K->16027K(24732K), 0.0011660 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.723: [GC 39.724: [ParNew: 7090K->762K(7616K), 0.0012085 secs] 22495K->16305K(24732K), 0.0013144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.730: [GC 39.730: [ParNew: 7281K->659K(7616K), 0.0016275 secs] 22824K->16554K(24732K), 0.0017020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.740: [GC 39.740: [ParNew: 7180K->584K(7616K), 0.0011110 secs] 23075K->16648K(24732K), 0.0011936 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.747: [GC 39.747: [ParNew: 7110K->248K(7616K), 0.0010727 secs] 23174K->16695K(24732K), 0.0011484 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.753: [GC 39.753: [ParNew: 6776K->339K(7616K), 0.0007959 secs] 23223K->16785K(24732K), 0.0008560 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.760: [GC 39.760: [ParNew: 6831K->634K(7616K), 0.0016243 secs] 23277K->17080K(24732K), 0.0017130 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.767: [GC 39.767: [ParNew: 7152K->599K(7616K), 0.0010478 secs] 23598K->17162K(24732K), 0.0011134 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.773: [GC 39.773: [ParNew: 7127K->426K(7616K), 0.0011221 secs] 23690K->17103K(24732K), 0.0011892 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.779: [GC 39.779: [ParNew: 6939K->821K(7616K), 0.0011838 secs] 23616K->17498K(24732K), 0.0012584 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.785: [GC 39.785: [ParNew: 7345K->550K(7616K), 0.0014337 secs] 24022K->17503K(24732K), 0.0015072 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.791: [GC 39.791: [ParNew: 7074K->522K(7616K), 0.0010977 secs] 24027K->17552K(24732K), 0.0011556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.796: [GC 39.796: [ParNew: 6915K->759K(7616K), 0.0012442 secs] 23945K->17790K(24732K), 0.0013175 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
39.802: [GC 39.803: [ParNew: 7185K->789K(7616K), 0.0015070 secs]39.804: [Tenured: 17305K->8502K(17308K), 0.0718786 secs] 24216K->8502K(24924K), [Perm : 10706K->10706K(21248K)], 0.0736641 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
39.880: [GC 39.880: [ParNew: 6509K->429K(7616K), 0.0009930 secs] 15011K->8931K(24732K), 0.0010532 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.888: [GC 39.888: [ParNew: 6938K->589K(7616K), 0.0011888 secs] 15440K->9091K(24732K), 0.0013192 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.895: [GC 39.895: [ParNew: 7112K->336K(7616K), 0.0010830 secs] 15614K->9132K(24732K), 0.0011463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.899: [GC 39.900: [ParNew: 6834K->354K(7616K), 0.0012969 secs] 15629K->9149K(24732K), 0.0013918 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.906: [GC 39.906: [ParNew: 6880K->995K(7616K), 0.0013092 secs] 15676K->9790K(24732K), 0.0014242 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.913: [GC 39.913: [ParNew: 7523K->241K(7616K), 0.0012140 secs] 16318K->9720K(24732K), 0.0012988 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.918: [GC 39.918: [ParNew: 6755K->361K(7616K), 0.0009200 secs] 16234K->9841K(24732K), 0.0010240 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.923: [GC 39.923: [ParNew: 6886K->675K(7616K), 0.0010292 secs] 16365K->10154K(24732K), 0.0010908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.929: [GC 39.929: [ParNew: 7165K->905K(7616K), 0.0011938 secs] 16645K->10413K(24732K), 0.0012778 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.935: [GC 39.936: [ParNew: 7417K->621K(7616K), 0.0023533 secs] 16925K->10447K(24732K), 0.0024387 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.942: [GC 39.942: [ParNew: 7141K->515K(7616K), 0.0011681 secs] 16968K->10508K(24732K), 0.0012694 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.947: [GC 39.947: [ParNew: 7023K->783K(7616K), 0.0012758 secs] 17016K->10776K(24732K), 0.0013407 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
39.952: [GC 39.953: [ParNew: 7293K->576K(7616K), 0.0013192 secs] 17286K->10892K(24732K), 0.0013868 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.958: [GC 39.958: [ParNew: 7101K->546K(7616K), 0.0029371 secs] 17417K->11210K(24732K), 0.0030112 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
39.967: [GC 39.967: [ParNew: 7009K->826K(7616K), 0.0011205 secs] 17673K->11549K(24732K), 0.0011832 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.973: [GC 39.974: [ParNew: 7305K->352K(7616K), 0.0013328 secs] 18029K->11825K(24732K), 0.0016612 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.980: [GC 39.981: [ParNew: 6834K->718K(7616K), 0.0011073 secs] 18306K->12190K(24732K), 0.0011731 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
39.992: [GC 39.992: [ParNew: 7227K->766K(7616K), 0.0012760 secs] 18699K->12503K(24732K), 0.0013421 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
39.997: [GC 39.997: [ParNew: 7274K->440K(7616K), 0.0016154 secs] 19012K->12508K(24732K), 0.0016835 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.002: [GC 40.002: [ParNew: 6968K->717K(7616K), 0.0012445 secs] 19036K->12784K(24732K), 0.0013099 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.009: [GC 40.009: [ParNew: 7208K->1058K(7616K), 0.0020094 secs] 19275K->13453K(24732K), 0.0020943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.015: [GC 40.015: [ParNew: 7561K->342K(7616K), 0.0017357 secs] 19956K->13651K(24732K), 0.0018105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.022: [GC 40.022: [ParNew: 6858K->465K(7616K), 0.0009860 secs] 20167K->13774K(24732K), 0.0010531 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.027: [GC 40.027: [ParNew: 6977K->796K(7616K), 0.0011903 secs] 20286K->14105K(24732K), 0.0012541 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.034: [GC 40.034: [ParNew: 7322K->453K(7616K), 0.0012193 secs] 20631K->14151K(24732K), 0.0013003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.039: [GC 40.040: [ParNew: 6953K->704K(7616K), 0.0014637 secs] 20651K->14402K(24732K), 0.0015750 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
40.050: [GC 40.050: [ParNew: 7232K->575K(7616K), 0.0012946 secs] 20930K->14609K(24732K), 0.0013642 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.055: [GC 40.055: [ParNew: 7084K->769K(7616K), 0.0016036 secs] 21119K->14837K(24732K), 0.0016748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.061: [GC 40.061: [ParNew: 7293K->226K(7616K), 0.0029969 secs] 21361K->14734K(24732K), 0.0030943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.071: [GC 40.071: [ParNew: 6709K->494K(7616K), 0.0009517 secs] 21216K->15002K(24732K), 0.0010250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.076: [GC 40.076: [ParNew: 7021K->500K(7616K), 0.0011244 secs] 21528K->15008K(24732K), 0.0011818 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.083: [GC 40.083: [ParNew: 7028K->648K(7616K), 0.0008945 secs] 21536K->15155K(24732K), 0.0009792 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.091: [GC 40.091: [ParNew: 7159K->1040K(7616K), 0.0015830 secs] 21666K->15683K(24732K), 0.0016827 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.096: [GC 40.096: [ParNew: 7551K->370K(7616K), 0.0016101 secs] 22193K->15941K(24732K), 0.0016835 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.102: [GC 40.102: [ParNew: 6857K->543K(7616K), 0.0013282 secs] 22428K->16114K(24732K), 0.0013961 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.107: [GC 40.107: [ParNew: 7071K->541K(7616K), 0.0013175 secs] 22642K->16112K(24732K), 0.0013957 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.114: [GC 40.115: [ParNew: 7038K->896K(7616K), 0.0011082 secs] 22609K->16467K(24732K), 0.0011923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.120: [GC 40.120: [ParNew: 7422K->608K(7616K), 0.0012212 secs] 22993K->16424K(24732K), 0.0012906 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.125: [GC 40.125: [ParNew: 7091K->373K(7616K), 0.0012044 secs] 22907K->16273K(24732K), 0.0012633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.131: [GC 40.131: [ParNew: 6850K->433K(7616K), 0.0009497 secs] 22750K->16333K(24732K), 0.0010039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.136: [GC 40.136: [ParNew: 6957K->470K(7616K), 0.0009925 secs] 22857K->16371K(24732K), 0.0010568 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.142: [GC 40.142: [ParNew: 6935K->673K(7616K), 0.0011472 secs] 22836K->16574K(24732K), 0.0012102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.147: [GC 40.147: [ParNew: 7176K->656K(7616K), 0.0012428 secs] 23076K->16685K(24732K), 0.0013089 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
40.155: [GC 40.156: [ParNew: 7160K->733K(7616K), 0.0013017 secs] 23189K->16878K(24732K), 0.0013712 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.161: [GC 40.161: [ParNew: 7261K->451K(7616K), 0.0012887 secs] 23406K->16939K(24732K), 0.0013527 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.167: [GC 40.167: [ParNew: 6961K->570K(7616K), 0.0010698 secs] 23449K->17058K(24732K), 0.0011283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.173: [GC 40.173: [ParNew: 7051K->660K(7616K), 0.0011661 secs] 23539K->17192K(24732K), 0.0012599 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.180: [GC 40.180: [ParNew: 7188K->465K(7616K), 0.0012193 secs] 23720K->17202K(24732K), 0.0012800 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.185: [GC 40.185: [ParNew: 6959K->376K(7616K), 0.0014196 secs] 23697K->17113K(24732K), 0.0014787 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.191: [GC 40.191: [ParNew: 6878K->558K(7616K), 0.0011160 secs] 23615K->17296K(24732K), 0.0011912 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.196: [GC 40.196: [ParNew: 7079K->625K(7616K), 0.0010068 secs] 23817K->17398K(24732K), 0.0010630 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.202: [GC 40.202: [ParNew: 7117K->522K(7616K), 0.0011784 secs] 23890K->17453K(24732K), 0.0012426 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.208: [GC 40.208: [ParNew: 6968K->1026K(7616K), 0.0017048 secs] 23898K->18032K(24732K), 0.0017957 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.214: [GC 40.214: [ParNew: 7553K->420K(7616K), 0.0016206 secs]40.216: [Tenured: 17714K->8604K(17884K), 0.0719264 secs] 24560K->8604K(25500K), [Perm : 10706K->10706K(21248K)], 0.0741629 secs] [Times: user=0.07 sys=0.01, real=0.08 secs] 
40.292: [GC 40.292: [ParNew: 6508K->540K(7616K), 0.0009736 secs] 15113K->9145K(24732K), 0.0010332 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.300: [GC 40.300: [ParNew: 7063K->875K(7616K), 0.0017437 secs] 15667K->9480K(24732K), 0.0018496 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.306: [GC 40.307: [ParNew: 7403K->643K(7616K), 0.0015925 secs] 16008K->9680K(24732K), 0.0016787 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.313: [GC 40.313: [ParNew: 7166K->585K(7616K), 0.0014147 secs] 16203K->9834K(24732K), 0.0014990 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.319: [GC 40.319: [ParNew: 7097K->703K(7616K), 0.0017596 secs] 16346K->10189K(24732K), 0.0018429 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.325: [GC 40.325: [ParNew: 7223K->463K(7616K), 0.0011454 secs] 16709K->10241K(24732K), 0.0012118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.330: [GC 40.330: [ParNew: 6976K->770K(7616K), 0.0012294 secs] 16754K->10548K(24732K), 0.0013235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.336: [GC 40.336: [ParNew: 7280K->936K(7616K), 0.0015067 secs] 17058K->10979K(24732K), 0.0015830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.342: [GC 40.342: [ParNew: 7450K->515K(7616K), 0.0013667 secs] 17494K->10985K(24732K), 0.0014358 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.348: [GC 40.348: [ParNew: 7031K->771K(7616K), 0.0010344 secs] 17501K->11242K(24732K), 0.0010971 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
40.354: [GC 40.354: [ParNew: 7299K->610K(7616K), 0.0012264 secs] 17770K->11337K(24732K), 0.0012933 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.360: [GC 40.360: [ParNew: 7128K->328K(7616K), 0.0013562 secs] 17855K->11374K(24732K), 0.0014308 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.367: [GC 40.367: [ParNew: 6851K->596K(7616K), 0.0010066 secs] 17897K->11642K(24732K), 0.0010703 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.372: [GC 40.372: [ParNew: 7123K->773K(7616K), 0.0014292 secs] 18169K->12052K(24732K), 0.0015006 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.378: [GC 40.378: [ParNew: 7299K->477K(7616K), 0.0012998 secs] 18578K->12048K(24732K), 0.0013644 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.383: [GC 40.383: [ParNew: 6962K->947K(7616K), 0.0012608 secs] 18533K->12519K(24732K), 0.0013271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.389: [GC 40.389: [ParNew: 7471K->588K(7616K), 0.0012376 secs] 19042K->12612K(24732K), 0.0013020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.395: [GC 40.395: [ParNew: 7080K->602K(7616K), 0.0011857 secs] 19104K->12980K(24732K), 0.0012528 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.400: [GC 40.400: [ParNew: 7117K->317K(7616K), 0.0011045 secs] 19496K->13011K(24732K), 0.0011824 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.409: [GC 40.409: [ParNew: 6845K->304K(7616K), 0.0008236 secs] 19539K->12998K(24732K), 0.0008709 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.415: [GC 40.415: [ParNew: 6832K->450K(7616K), 0.0016827 secs] 19526K->13144K(24732K), 0.0017535 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.422: [GC 40.422: [ParNew: 6935K->876K(7616K), 0.0011686 secs] 19629K->13570K(24732K), 0.0012599 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.427: [GC 40.427: [ParNew: 7401K->348K(7616K), 0.0014941 secs] 20095K->13418K(24732K), 0.0015635 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.433: [GC 40.433: [ParNew: 6870K->471K(7616K), 0.0009641 secs] 19939K->13541K(24732K), 0.0010524 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.438: [GC 40.438: [ParNew: 6945K->871K(7616K), 0.0016172 secs] 20015K->13940K(24732K), 0.0017002 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.444: [GC 40.444: [ParNew: 7378K->554K(7616K), 0.0013206 secs] 20447K->14036K(24732K), 0.0014945 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.449: [GC 40.449: [ParNew: 7042K->429K(7616K), 0.0010515 secs] 20524K->14052K(24732K), 0.0011204 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.454: [GC 40.454: [ParNew: 6943K->489K(7616K), 0.0010088 secs] 20566K->14112K(24732K), 0.0010659 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.459: [GC 40.459: [ParNew: 6954K->750K(7616K), 0.0011082 secs] 20577K->14373K(24732K), 0.0011811 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.466: [GC 40.466: [ParNew: 7260K->659K(7616K), 0.0013001 secs] 20883K->14581K(24732K), 0.0013692 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.472: [GC 40.472: [ParNew: 7112K->780K(7616K), 0.0013675 secs] 21034K->14874K(24732K), 0.0014393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.477: [GC 40.477: [ParNew: 7306K->529K(7616K), 0.0012186 secs] 21400K->14792K(24732K), 0.0012964 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
40.485: [GC 40.485: [ParNew: 7032K->505K(7616K), 0.0008554 secs] 21295K->14768K(24732K), 0.0009255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.495: [GC 40.495: [ParNew: 7022K->619K(7616K), 0.0010877 secs] 21285K->14882K(24732K), 0.0011726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.501: [GC 40.501: [ParNew: 7147K->441K(7616K), 0.0012347 secs] 21410K->14906K(24732K), 0.0012981 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.506: [GC 40.506: [ParNew: 6967K->535K(7616K), 0.0011186 secs] 21432K->15000K(24732K), 0.0011895 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.512: [GC 40.512: [ParNew: 7041K->731K(7616K), 0.0010597 secs] 21506K->15196K(24732K), 0.0011296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.517: [GC 40.517: [ParNew: 7244K->451K(7616K), 0.0012848 secs] 21709K->15134K(24732K), 0.0013704 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.524: [GC 40.524: [ParNew: 6955K->823K(7616K), 0.0012042 secs] 21638K->15506K(24732K), 0.0012861 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.529: [GC 40.529: [ParNew: 7274K->704K(7616K), 0.0013805 secs] 21957K->15711K(24732K), 0.0014549 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.535: [GC 40.535: [ParNew: 7207K->563K(7616K), 0.0017334 secs] 22214K->15862K(24732K), 0.0018120 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.541: [GC 40.541: [ParNew: 7030K->296K(7616K), 0.0009633 secs] 22329K->15769K(24732K), 0.0010209 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.546: [GC 40.546: [ParNew: 6818K->576K(7616K), 0.0009410 secs] 22291K->16049K(24732K), 0.0010004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.551: [GC 40.551: [ParNew: 7101K->413K(7616K), 0.0009450 secs] 22573K->15999K(24732K), 0.0010029 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.557: [GC 40.558: [ParNew: 6905K->638K(7616K), 0.0009942 secs] 22491K->16224K(24732K), 0.0010520 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
40.563: [GC 40.563: [ParNew: 7106K->494K(7616K), 0.0011410 secs] 22692K->16311K(24732K), 0.0012054 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.570: [GC 40.570: [ParNew: 6991K->681K(7616K), 0.0010815 secs] 22808K->16498K(24732K), 0.0011570 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.576: [GC 40.576: [ParNew: 7122K->393K(7616K), 0.0010252 secs] 22939K->16476K(24732K), 0.0011026 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
40.583: [GC 40.584: [ParNew: 6921K->611K(7616K), 0.0015526 secs] 23004K->16694K(24732K), 0.0016179 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.589: [GC 40.589: [ParNew: 7130K->526K(7616K), 0.0013088 secs] 23213K->16739K(24732K), 0.0013744 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.595: [GC 40.595: [ParNew: 6975K->899K(7616K), 0.0013241 secs] 23188K->17112K(24732K), 0.0013932 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.602: [GC 40.602: [ParNew: 7411K->549K(7616K), 0.0015677 secs] 23625K->17132K(24732K), 0.0017283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.609: [GC 40.609: [ParNew: 7073K->956K(7616K), 0.0017484 secs] 23656K->17539K(24732K), 0.0018289 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.615: [GC 40.615: [ParNew: 7473K->534K(7616K), 0.0017513 secs] 24056K->17635K(24732K), 0.0018273 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.624: [GC 40.625: [ParNew: 7048K->465K(7616K), 0.0014636 secs] 24149K->17567K(24732K), 0.0015370 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.632: [GC 40.632: [ParNew: 6993K->632K(7616K), 0.0010565 secs] 24095K->17734K(24732K), 0.0011205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.640: [GC 40.640: [ParNew: 7132K->575K(7616K), 0.0012245 secs]40.641: [Tenured: 17369K->7889K(17500K), 0.0714907 secs] 24233K->7889K(25116K), [Perm : 10706K->10706K(21248K)], 0.0730401 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
40.719: [GC 40.719: [ParNew: 6519K->369K(7616K), 0.0008296 secs] 14409K->8258K(24732K), 0.0008975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.723: [GC 40.723: [ParNew: 6890K->460K(7616K), 0.0009576 secs] 14779K->8349K(24732K), 0.0010101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.728: [GC 40.728: [ParNew: 6953K->586K(7616K), 0.0015166 secs] 14842K->8475K(24732K), 0.0016098 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
40.734: [GC 40.734: [ParNew: 7110K->511K(7616K), 0.0013764 secs] 15000K->8763K(24732K), 0.0014469 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
40.741: [GC 40.741: [ParNew: 7016K->722K(7616K), 0.0012094 secs] 15268K->8974K(24732K), 0.0012705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
40.746: [GC 40.746: [ParNew: 7223K->486K(7616K), 0.0012025 secs] 15475K->9004K(24732K), 0.0013043 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
